id,name,year,rank
407100,"Suspense",1949,NULL
407101,"Suspense",1962,NULL
407102,"Suspense",1964,NULL
407103,"Suspicion",1957,NULL
407104,"Sutaa no koi",2001,NULL
407105,"Sutherland's Law",1973,NULL
407106,"Suturufu",1978,NULL
407107,"Suuri Kupla",2001,NULL
407108,"Suuri luokkakokous",2000,NULL
407109,"Suuri seikkailu",2001,NULL
407110,"Suzanne Pleshette Is Maggie Briggs",1984,NULL
407111,"Suzanne Somers Show, The",1994,NULL
407112,"Suze Orman Show, The",2002,NULL
407113,"Suzy's World",1999,NULL
407114,"Svageste led, Det",2001,NULL
407115,"Svara p skoj",1992,NULL
407116,"Svarta cirkeln, Den",1990,NULL
407117,"Svarta linjen",1998,NULL
407118,"Svarta skallar och vita ntter",1995,NULL
407119,"Svarte penger, hvite lgner",2004,NULL
407120,"Svastara",1997,NULL
407121,"Svederen",1991,NULL
407122,"Svend, Heino og Steen har gster",1992,NULL
407123,"Svengoolie",1993,NULL
407124,"Svenska hjrtan",1987,NULL
407125,"Svenska mord",2000,NULL
407127,"Svensson Svensson",1994,NULL
407128,"Sverige - Tusen r",1999,NULL
407129,"Svetozar Markovic",1980,NULL
407130,"Swabhimaan",1995,NULL
407131,"Swallows and Amazons",1963,NULL
407132,"Swami",1987,NULL
407133,"Swami",1988,NULL
407134,"Swamp Critters of Lost Lagoon, The",1995,NULL
407135,"Swamp Fox",1959,NULL
407137,"Swamp Thing",1991,NULL
407138,"Swan, The",2004,NULL
407139,"Swans Crossing",1992,NULL
407140,"Swap Team",2000,NULL
407141,"Swap, The",2001,NULL
407142,"Swaps",1996,NULL
407143,"Swaranjali",2003,NULL
407144,"Swat Kats: The Radical Squadron",1993,NULL
407146,"Sweat",2002,NULL
407147,"Sweat",2003,NULL
407148,"Sweating Bullets",1991,NULL
407149,"Sweeney, The",1975,NULL
407150,"Sweet and Sour",1984,NULL
407151,"Sweet City Woman",1975,NULL
407152,"Sweet Devil",1998,NULL
407153,"Sweet Home",1994,NULL
407154,"Sweet Inspiration",1993,NULL
407155,"Sweet Justice",1994,NULL
407156,"Sweet Life, The",1989,NULL
407157,"Sweet Medicine",2003,NULL
407158,"Sweet Sixteen",1983,NULL
407159,"Sweet Spot, The",2002,NULL
407160,"Sweet Surrender",1987,NULL
407161,"Sweet Tales of Saint Tail, The",2001,NULL
407162,"Sweet Valley High",1994,NULL
407163,"Sweethearts",1988,NULL
407164,"Swell TV",2001,NULL
407165,"Swiat wedlug Kiepskich",1998,NULL
407166,"Swiebertje",1955,NULL
407167,"Swieta wojna",1999,NULL
407168,"Swift Justice",1996,NULL
407169,"Swift Show Wagon with Horace Heidt and the American Way, The",1955,NULL
407170,"Swift Show, The",1948,NULL
407171,"Swinging Along",1962,NULL
407172,"Swinging Spiketaculars",1960,NULL
407173,"Swingpaleis, Het",1996,NULL
407174,"Swish of the Curtain, The",1980,NULL
407175,"Swiss Family Robinson",1975,NULL
407176,"Swiss Family Robinson",1976,NULL
407177,"Swiss Toni",2003,NULL
407178,"Switch",1975,NULL
407179,"Switch",1988,NULL
407180,"Switch",1997,NULL
407181,"Switchback",1986,NULL
407182,"Switchblade",1959,NULL
407183,"Switched Up!",2003,NULL
407184,"Switched!",2003,NULL
407185,"Swizzlewick",1964,NULL
407186,"Sword and the Cross, The",2003,NULL
407187,"Sword of Freedom",1957,NULL
407188,"Sword of Honour",1967,NULL
407189,"Sword of Honour",1986,NULL
407190,"Sword of Honour",2001,NULL
407191,"Sword of Justice",1978,NULL
407192,"Sword of Tipu Sultan, The",1989,NULL
407193,"Sworn to Secrecy: Secrets of War",1998,NULL
407194,"SX:TV Live",2001,NULL
407195,"Sydney 2000: Games of the XXVII Olympiad",2000,NULL
407196,"Sydney",1990,NULL
407197,"Sydn toivoa tynn",1997,NULL
407198,"Sydnten akatemia",1998,NULL
407199,"Sygkatoikoi stin trella",1992,NULL
407200,"Sykes and a Big Big Show",1971,NULL
407201,"Sykes and A...",1960,NULL
407202,"Sykes",1972,NULL
407203,"Sylter Geschichten",1992,NULL
407204,"Sylter Geschichten",1995,NULL
407205,"Sylvania Waters",1992,NULL
407206,"Sylvester & Tweety Mysteries, The",1995,NULL
407207,"Sylvester & Tweety Show, The",1976,NULL
407208,"Sylvester & Tweety, Daffy & Speedy Show, The",1981,NULL
407210,"Sylvia Millecam Show, De",1995,NULL
407211,"Sylvie des 3 ormes",1968,NULL
407212,"Sylvie et compagnie",1992,NULL
407213,"Symphonie",1986,NULL
407214,"Symphorien",1968,NULL
407215,"Syn for sagn",1974,NULL
407216,"Syndicate, The",1999,NULL
407217,"Syndicate, The",2000,NULL
407218,"Syng med",1975,NULL
407219,"Synnves duell",2001,NULL
407220,"Synnves",1992,NULL
407221,"Synov a dcery Jakuba sklre",1986,NULL
407222,"Synspunkt",1967,NULL
407223,"Syshchiki",2001,NULL
407224,"System Crash",1999,NULL
407225,"System, The",1964,NULL
407226,"System, The",2004,NULL
407227,"Sytten-nul-dut",1989,NULL
407228,"Szalenstwo Majki Skowron",1975,NULL
407229,"Szentfldi szent helyek zenete",1999,NULL
407230,"Szerencsekerk",1993,NULL
407231,"Szerencsi, fel!",2004,NULL
407232,"Szereposzts",1991,NULL
407233,"Szeress most!",2003,NULL
407234,"Szeret, nem szeret",2002,NULL
407235,"Szobortemet",1975,NULL
407236,"Szomszdok",1987,NULL
407237,"Szpital na perypetiach",2002,NULL
407238,"Szysznyk",1977,NULL
407239,"Szlka hal nlkl",1984,NULL
407240,"Szp maszkok",1974,NULL
407241,"Szrd-hz, A",1997,NULL
407242,"Sbado '72",1972,NULL
407243,"Sbado Bus",1999,NULL
407244,"Sbado cine",1977,NULL
407245,"Sbado gigante",1962,NULL
407246,"Sbado noche",1987,NULL
407247,"Slvese quien pueda",2003,NULL
407248,"Srknyl",1973,NULL
407249,"Stiro, El",1963,NULL
407250,"So Joo na Tropical",1987,NULL
407251,"Sos & Salvos!",2000,NULL
407252,"Smpy",1974,NULL
407253,"Sngerknaben, Die",1995,NULL
407254,"Snky",2002,NULL
407255,"S er der koncert",1981,NULL
407256,"S er der tegnefilm",1980,NULL
407257,"S er det lrdag",1997,NULL
407258,"S er det sagt - med Kurt Thyboe",1994,NULL
407259,"S gIKK'",1983,NULL
407260,"S gr det till p Saltkrkan",1977,NULL
407262,"S ska det lta",1997,NULL
407263,"S' det fyraften",1999,NULL
407264,"Sdan er kvinder",2000,NULL
407265,"Sdan er mnd",2002,NULL
407266,"Spefolk",1997,NULL
407267,"Slec, Le",1998,NULL
407268,"Sptimo cielo, El",1989,NULL
407269,"Sptimo de caballera, El",1998,NULL
407270,"Squence du spectateur, La",1953,NULL
407272,"Srie rose",1986,NULL
407273,"Srieux s'abstenir",1969,NULL
407274,"Srum de bont, Le",1960,NULL
407275,"Stimo Sentido",1982,NULL
407276,"S, mi amor",1984,NULL
407277,"Sn lmites" (1998/I)",1998,NULL
407278,"Spkov Ruzenka",2001,NULL
407279,"Stio do Pica-Pau Amarelo",1956,NULL
407280,"Stio do Pica-Pau Amarelo, O",2001,NULL
407281,"Stio do Picapau Amarelo",1977,NULL
407282,"S Gosto De Ti",2004,NULL
407283,"Slo goles",1994,NULL
407284,"Slo para parejas",1994,NULL
407285,"Slo un hombre",1985,NULL
407286,"Sgen no shj Laura",1975,NULL
407287,"Sk kihei Votoms",1983,NULL
407288,"Sri to yobanai de",1997,NULL
407289,"Sryden",1991,NULL
407290,"Sderkkar",1970,NULL
407291,"Sk",1999,NULL
407292,"Slyst: Livets gang i kolonihaven",2000,NULL
407293,"Sndag aften",1994,NULL
407294,"Sndage med Karl og Gudrun",1974,NULL
407295,"Sndagsbio",1979,NULL
407296,"Sndagskoncerten",1984,NULL
407297,"Sndagsmagasinet",1980,NULL
407298,"Sndagsmatin",1976,NULL
407299,"Sndagspent",1993,NULL
407300,"Snner av Norge",2003,NULL
407301,"Sren Kierkegaard roadshow",1990,NULL
407302,"Sskende",2003,NULL
407303,"Ssterns verden",2000,NULL
407304,"Sbete a mi moto",2002,NULL
407305,"Sper, El",1996,NULL
407306,"Sp robot Maha Baron",1974,NULL
407307,"Sni s bartai",1995,NULL
407308,"Sper Baba",1993,NULL
407309,"Ss, a srkny kalandjai",1976,NULL
407310,"Sske, a srknygyerek",2001,NULL
407311,"T'Kuma",1998,NULL
407312,"T-Bag and the Pearls of Wisdom",1988,NULL
407313,"T-Bag and the Revenge of the T-Set",1989,NULL
407314,"T-Bag and the Rings of Olympus",1989,NULL
407315,"T-Bag and the Sunstones of Montezuma",1990,NULL
407316,"T-Bag Bounces Back",1987,NULL
407317,"T-Bag Strikes Again",1986,NULL
407318,"T. and T.",1988,NULL
407319,"T.G.I.F.",1973,NULL
407320,"T.H.E. Cat",1966,NULL
407321,"T.H.E.M.",2004,NULL
407322,"T.I.R.",1984,NULL
407323,"T.J. Hooker",1982,NULL
407324,"T.V. Kaiser",1996,NULL
407325,"T4",1998,NULL
407326,"Ta den ring",1982,NULL
407327,"Ta loi ji kong wu",1983,NULL
407328,"Ta Te Show",1992,NULL
407329,"Ta tocao",1994,NULL
407330,"Ta' og ls",1994,NULL
407331,"Ta-Ro",1968,NULL
407332,"Tab & vind med Gordon & Timm",1998,NULL
407333,"Tab Hunter Show, The",1960,NULL
407334,"Tabaluga",1994,NULL
407335,"Tabaluga",2001,NULL
407336,"Tabi shojo",1987,NULL
407337,"Tabing ilog",2000,NULL
407338,"Tabitha",1977,NULL
407339,"Table 12",2001,NULL
407340,"Table for Two",1995,NULL
407341,"Tabloid",1998,NULL
407342,"Tabloid",2000,NULL
407343,"Tabln de anuncios",1985,NULL
407344,"Taboo" (2002/II)",2002,NULL
407345,"Tabou",2002,NULL
407346,"Tabu",1986,NULL
407347,"Tab",1999,NULL
407348,"Tactic",1959,NULL
407349,"Tactical to Practical with Hunter Ellis",2003,NULL
407350,"Tadaima manshitsu",2000,NULL
407351,"Tadellser & Wolff",1975,NULL
407352,"Tafel zeven",1975,NULL
407353,"Tafelberg, De",2000,NULL
407354,"Taff Acre",1981,NULL
407355,"Taff",1994,NULL
407356,"Tag - pilogue",2002,NULL
407357,"Tag fr Tag",1991,NULL
407358,"Tag II",2002,NULL
407359,"Tag the Gag",1951,NULL
407360,"Tag",2000,NULL
407361,"Tagesschau",1952,NULL
407362,"Tagesthemen",1978,NULL
407363,"Taggart Angel Eyes",1995,NULL
407364,"Taggart Secrets",1994,NULL
407365,"Taggart",1983,NULL
407366,"Tahoe Search and Rescue",2003,NULL
407367,"Tahqiqat",1994,NULL
407368,"Taiga",2002,NULL
407369,"Taiho shichauzo",2003,NULL
407370,"Taikapeili",1995,NULL
407371,"Taildaters",2002,NULL
407372,"Tailgate Party",2003,NULL
407373,"Tailhook",1989,NULL
407374,"Taina",2000,NULL
407375,"Taivas sinivalkoinen",2001,NULL
407376,"Taivasalla",1994,NULL
407377,"Taivaskanavan thdet",1999,NULL
407378,"Taiyo no kisetsu",2002,NULL
407379,"Taiyo wa shizumanai",2000,NULL
407380,"Taiyou sentai Sanbarukan",1981,NULL
407381,"Taiy no ko Esteban",1982,NULL
407382,"Taiy no ysha Fighbird",1991,NULL
407383,"Tajemstv proutenho kosku",1978,NULL
407384,"Tajne obicnih stvari",2002,NULL
407386,"Tak czy nie?",2003,NULL
407387,"Tak for kaffe",1996,NULL
407388,"Tak heit dankeschn",1973,NULL
407389,"Takahashi rumiko gekijou: Ningyo no mori",2003,NULL
407390,"Takaisin kotiin",1995,NULL
407391,"Takalani Sesame",2000,NULL
407392,"TakaPu: A Gannet in the South Seas",2003,NULL
407393,"Takarajima",1978,NULL
407394,"Take 2: Living the Movies",2002,NULL
407395,"Take a Chance",1950,NULL
407396,"Take a Good Look",1959,NULL
407397,"Take a Guess",1953,NULL
407398,"Take a Letter Mr Jones",1981,NULL
407399,"Take a Pair of Private Eyes",1966,NULL
407400,"Take Away",2001,NULL
407401,"Take Care",2003,NULL
407402,"Take Charge!",1988,NULL
407403,"Take Five",1987,NULL
407404,"Take Hart",1976,NULL
407405,"Take It Off!",2004,NULL
407406,"Take Me",2001,NULL
407407,"Take My Kids, Please!",2004,NULL
407408,"Take My Wife...",1979,NULL
407409,"Take My Word for It",1982,NULL
407410,"Take Off with T-Bag",1992,NULL
407411,"Take Off",1991,NULL
407412,"Take Off",1995,NULL
407413,"Take Off",2002,NULL
407414,"Take the High Road",1980,NULL
407415,"Take Thirty",1962,NULL
407416,"Take Three Girls",1969,NULL
407417,"Take Time with Noel Harrison",1974,NULL
407418,"Take Two",2002,NULL
407419,"Take Your Pick",1955,NULL
407420,"Take Your Pick",1992,NULL
407421,"Taken",2002,NULL
407422,"Takeover TV",1995,NULL
407423,"Takeshi's Castle",1990,NULL
407424,"Takeshi's Castle",2002,NULL
407425,"Takin' Over the Asylum",1994,NULL
407426,"Taking the Falls",1995,NULL
407427,"Taking the Floor",1991,NULL
407428,"Takov normln rodinka",1971,NULL
407429,"Taksist: Krutye povoroty",2004,NULL
407431,"Tal como somos",1987,NULL
407432,"Tal como ramos",1998,NULL
407433,"Tal cual",1992,NULL
407434,"Tal med Gud",2004,NULL
407435,"Talaaq Kyun",2003,NULL
407436,"Talaash",1992,NULL
407437,"Tale of Two Cities, A",1957,NULL
407438,"Tale of Two Cities, A",1965,NULL
407439,"Tale of Two Cities, A",1980,NULL
407440,"Tale of Two Cities, A",1989,NULL
407441,"Tale Spin",1990,NULL
407442,"Tale",1977,NULL
407443,"Talent Agency, The",2003,NULL
407444,"Talent Jackpot",1949,NULL
407445,"Talent Patrol",1953,NULL
407446,"Talent Scouts",1948,NULL
407447,"Talent Scouts",1962,NULL
407448,"Talent Shop, The",1951,NULL
407449,"Talent Varieties",1955,NULL
407451,"Tales from Fat Tulip's Garden",1985,NULL
407452,"Tales From Pleasure Beach",2001,NULL
407453,"Tales from the Anti-Man",2000,NULL
407454,"Tales from the Back Seat",1997,NULL
407455,"Tales from the Big House",2002,NULL
407456,"Tales from the Crypt",1989,NULL
407457,"Tales from the Cryptkeeper",1993,NULL
407458,"Tales from the Darkside",1984,NULL
407459,"Tales from the East Side",1999,NULL
407460,"Tales from the Lazy Acre",1972,NULL
407461,"Tales From the Neverending Story",2001,NULL
407462,"Tales from the Opera",1994,NULL
407463,"Tales from the Poop Deck",1992,NULL
407464,"Tales from the River Bank",1997,NULL
407465,"Tales From the Thames",2001,NULL
407466,"Tales of Mystery",1961,NULL
407467,"Tales of Para Handy, The",1994,NULL
407468,"Tales of the 77th Bengal Lancers",1956,NULL
407469,"Tales of the Blue Crystal",1988,NULL
407470,"Tales of the City",1993,NULL
407471,"Tales of the Gold Monkey",1982,NULL
407472,"Tales of the Gun",2000,NULL
407473,"Tales of the Klondike",1981,NULL
407474,"Tales of the Knights of the Round Table: King Arthur, The",1979,NULL
407475,"Tales of the Red Caboose",1948,NULL
407476,"Tales of the Riverbank",1960,NULL
407477,"Tales of the Serengeti",1995,NULL
407478,"Tales of the South Seas",1998,NULL
407479,"Tales of the Texas Rangers",1955,NULL
407480,"Tales of the Unexpected" (1977/I)",1977,NULL
407481,"Tales of the Unexpected",1979,NULL
407482,"Tales of the Unknown South",1984,NULL
407483,"Tales of the Vikings",1960,NULL
407484,"Tales of the Wizard of Oz",1961,NULL
407485,"Tales of Tomorrow",1951,NULL
407486,"Tales of Uplift and Moral Improvement",2001,NULL
407487,"Tales of Wells Fargo",1957,NULL
407488,"Talisman, The",1980,NULL
407489,"Talismanen",2002,NULL
407490,"Talk im Turm",1990,NULL
407491,"Talk of the Devils",1998,NULL
407492,"Talk of the Town",1997,NULL
407493,"Talk Show Story, The",2000,NULL
407494,"Talk Show with Clive James, The",1990,NULL
407495,"Talk Soup",1991,NULL
407496,"Talk to Me" (1984/II)",1984,NULL
407497,"Talk to Me",2000,NULL
407498,"Talk TV",2001,NULL
407499,"Talk with Robyne",1997,NULL
407500,"Talk-TV med Charlotte",2000,NULL
407501,"Talkie-walkie",1991,NULL
407502,"Talking Dirty",2002,NULL
407503,"Talking Film",1978,NULL
407504,"Talking Heads 2",1998,NULL
407505,"Talking Heads",1987,NULL
407506,"Talking Movies",1999,NULL
407507,"Talking Telephone Numbers",1994,NULL
407508,"Talking to a Stranger",1966,NULL
407509,"Talking to a Stranger",1971,NULL
407510,"Talking to Animals",2003,NULL
407511,"Talking TV",2000,NULL
407512,"Talkshowet",1991,NULL
407513,"Tall Hopes",1993,NULL
407514,"Tall Man, The",1960,NULL
407515,"Tall Tales and Legends",1985,NULL
407517,"Taller mecnico",1991,NULL
407518,"Talpa, La",2004,NULL
407519,"Tama and Friends",2001,NULL
407520,"Tamanho Famlia",1985,NULL
407521,"Tamas",1986,NULL
407522,"Tamasin's Weekends",2001,NULL
407523,"Tambin caers",1999,NULL
407524,"Tamki Wambu zonder nummer",1997,NULL
407525,"Tammerkosken sillalla",1995,NULL
407526,"Tammy Grimes Show, The",1966,NULL
407527,"Tammy",1965,NULL
407528,"Tan contentos",1991,NULL
407529,"Tan infinito como el desierto",2004,NULL
407530,"Tanairi",1985,NULL
407531,"Tanamera - Lion of Singapore",1989,NULL
407532,"Tandarra",1976,NULL
407533,"Tande-P Toppen",1992,NULL
407535,"Tang",1971,NULL
407536,"Tangata Pasifika",1989,NULL
407537,"Tangata Whenua",1974,NULL
407538,"Tanging Ina",2003,NULL
407539,"Tango gia treis",2000,NULL
407540,"Tango",1991,NULL
407541,"Tangomarkkinat",1985,NULL
407542,"Tania",1980,NULL
407543,"Tanja",1997,NULL
407544,"Tankki tyteen",1978,NULL
407545,"Tanner '88",1988,NULL
407546,"Tanner Brothers",2004,NULL
407547,"Tanner on Tanner",2004,NULL
407548,"Tanssit stadissa",1994,NULL
407549,"Tantei monogatari",1979,NULL
407550,"Tantie",1989,NULL
407551,"Tantos Sonhos",1999,NULL
407552,"Tanz auf dem Vulkan",1996,NULL
407553,"Tanzbrenmrchen, Das",1984,NULL
407554,"Taotao ehonkan sekai doubutsu-banashi",1983,NULL
407555,"Tapaus Ritva Valkama",1975,NULL
407556,"Tapulikyl",1992,NULL
407557,"Taratata",1993,NULL
407558,"Tarax Show, The",1957,NULL
407559,"Tarbuck and All That!",1975,NULL
407560,"Tarbuck's Luck",1970,NULL
407561,"Tarcsio & Glria",1988,NULL
407562,"Tarde lunatica, La",1999,NULL
407563,"Tarde, La",1983,NULL
407564,"Tardes de Alicia, Las",1998,NULL
407565,"Tardes de sol",1994,NULL
407566,"Target Luna",1960,NULL
407567,"Target",1958,NULL
407568,"Target",1977,NULL
407569,"Target",1999,NULL
407570,"Target: The Corruptors",1961,NULL
407571,"Targeted: Osama Bin Laden",2004,NULL
407572,"Tariro, tariro",1988,NULL
407573,"Tarrant On TV",1992,NULL
407574,"TarTar",2004,NULL
407575,"Tarzan and the Super 7",1978,NULL
407576,"Tarzan",1966,NULL
407577,"Tarzan",2003,NULL
407578,"Tarzan, Lord of the Jungle",1976,NULL
407579,"Tarzan/Lone Ranger Adventure Hour, The",1980,NULL
407580,"Tarzan/Lone Ranger/Zorro Adventure Hour, The",1980,NULL
407581,"Tarzan: The Epic Adventures",1996,NULL
407582,"Tarzn",1991,NULL
407586,"Taste for Blue Ribbons, A",1973,NULL
407587,"Taste for Death, A",1988,NULL
407588,"Taste of Life, A",1999,NULL
407589,"Taste of Shakespeare, A",1995,NULL
407590,"Taste of the Sea",1995,NULL
407591,"Taste",2002,NULL
407592,"Tatakae! Rmenman",1988,NULL
407593,"Tate",1960,NULL
407594,"Tatli Bets",1993,NULL
407595,"Tatli hayat",2001,NULL
407596,"Tatli kaiklar",1996,NULL
407597,"Tato %",1981,NULL
407598,"Tato al borde de un ataque de nervios",1989,NULL
407599,"Tato de Amrica",1992,NULL
407600,"Tato Diet",1988,NULL
407601,"Tato en busca de la vereda del sol",1990,NULL
407602,"Tato por ciento",1981,NULL
407603,"Tato siempre en domingo",1962,NULL
407604,"Tato siempre en domingo",1964,NULL
407605,"Tato vs. Tato",1980,NULL
407606,"Tato, la leyenda contina",1991,NULL
407607,"Tato, qu bien se T.V.",1984,NULL
407608,"Tatt av filmen",1999,NULL
407609,"Tattertown",1987,NULL
407610,"Tattingers",1989,NULL
407611,"Tattletales",1974,NULL
407612,"Tattletales",1982,NULL
407613,"Tattooed Teenage Alien Fighters From Beverly Hills",1994,NULL
407614,"Tatum & Jennifer",1998,NULL
407615,"Tatus",1985,NULL
407616,"Taurus Rising",1982,NULL
407617,"Tausender Reportage",1973,NULL
407618,"Tavis Smiley",2004,NULL
407619,"Tavros me toxoti",1994,NULL
407620,"Tax Free",1994,NULL
407621,"Taxa",1997,NULL
407622,"Taxi Dreams",2001,NULL
407623,"Taxi libre?",2003,NULL
407624,"Taxi Orange 2",2001,NULL
407625,"Taxi Orange",2000,NULL
407626,"Taxi!",1963,NULL
407627,"Taxi",1978,NULL
407628,"Taxi",1994,NULL
407629,"Taxi",1996,NULL
407630,"Taxi",1997,NULL
407631,"Taxi, Taxi",2003,NULL
407633,"Taxicab Confessions",1995,NULL
407634,"Taxim",1999,NULL
407635,"Tayfuni s nezhni imena",1979,NULL
407636,"Taz-Mania",1991,NULL
407637,"TBN Presents Charles Blake",1997,NULL
407638,"TBN Presents Living On Course with Casey Treat",1995,NULL
407639,"Tchan! A Grande Sacada",1976,NULL
407640,"Te amar en silencio",2002,NULL
407641,"Te amo",1984,NULL
407643,"Te Contei?",1978,NULL
407644,"Te cont",1990,NULL
407645,"Te dejar de amar",1996,NULL
407646,"Te Karere",1982,NULL
407647,"Te quiero, te quiero",1998,NULL
407648,"Te sigo amando",1996,NULL
407649,"Te voy a ensear a querer",2004,NULL
407650,"Tea Ladies, The",1978,NULL
407651,"Tea",2002,NULL
407652,"Teacher to Teacher",1997,NULL
407653,"Teacher's Lounge",2002,NULL
407654,"Teacher's Pet" (2000/II)",2000,NULL
407655,"Teachers Only",1982,NULL
407656,"Teachers",2001,NULL
407657,"Teaching Reading: K-2",2002,NULL
407658,"Team Ahma",1998,NULL
407659,"Team Antonsen",2004,NULL
407660,"Team Knight Rider",1997,NULL
407661,"Team spirit - de serie II",2005,NULL
407662,"Team spirit - de serie",2003,NULL
407663,"Team Suomi",1994,NULL
407664,"Teamo Supremo",2002,NULL
407665,"Teamwork",2001,NULL
407666,"Tears Before Bedtime",1983,NULL
407667,"Tears Before Bedtime",1995,NULL
407668,"Teatar u Srba",1991,NULL
407669,"Teatercafeen",1974,NULL
407670,"Teatraleras",1967,NULL
407671,"Teatrimundo",1989,NULL
407672,"Teatro alegre",1974,NULL
407673,"Teatro argentino",1974,NULL
407674,"Teatro de humor",1974,NULL
407675,"Teatro de Jorge Salcedo, El",1974,NULL
407676,"Teatro de Pacheco",1974,NULL
407677,"Teatro en familia",1974,NULL
407678,"Teatro hogareo",1955,NULL
407679,"Teatro para sonrer",1974,NULL
407680,"Teatro Segundo Antunes Filho, O",2002,NULL
407681,"Tech Effect",2004,NULL
407682,"Teckman Biography, The",1953,NULL
407683,"TECX",1990,NULL
407684,"Ted Knight Show, The",1978,NULL
407685,"Ted Mack Family Hour",1951,NULL
407686,"Ted Steele Show, The",1948,NULL
407687,"Tee se itse TV",1991,NULL
407688,"Tee Time",1998,NULL
407689,"Teech",1991,NULL
407690,"Teen Angel",1997,NULL
407691,"Teen Files, The",1998,NULL
407692,"Teen Summit",1989,NULL
407693,"Teen Talk",2002,NULL
407694,"Teen Time Tunes",1949,NULL
407695,"Teen Titans",2003,NULL
407696,"Teen Win, Lose or Draw",1990,NULL
407697,"Teen Wolf",1986,NULL
407698,"Teenage Book Club",1948,NULL
407699,"Teenage Health Freak",1991,NULL
407700,"Teenage Mutant Ninja Turtles" (1987/I)",1987,NULL
407701,"Teenage Mutant Ninja Turtles" (1987/II)",1987,NULL
407702,"Teenage Mutant Ninja Turtles",2003,NULL
407703,"Teenage Mutant Ninja Turtles" (2003/II)",2003,NULL
407704,"Teenage Mutant Ninja Turtles",2004,NULL
407705,"Teenageramte familier, De",2001,NULL
407706,"Teens, Los",2003,NULL
407707,"Tegen Wil en Dank",1995,NULL
407708,"Tegn og underlige gerninger",1955,NULL
407709,"Tegn",1990,NULL
407710,"Teijan keittiss",1990,NULL
407711,"Teilatupean",2000,NULL
407712,"Tekkaman the Space Knight",1984,NULL
407713,"Teknik i TV",1962,NULL
407714,"Teknisk uheld",1997,NULL
407715,"Tekniskt magasin",1957,NULL
407716,"TekWar",1994,NULL
407717,"Tel pre, tel fils",1988,NULL
407718,"Tel pre, tel flic",2001,NULL
407719,"Tele 5 dgame?",1990,NULL
407720,"Tele es tuya, colega, La",1994,NULL
407721,"Tele tele",2000,NULL
407723,"Tele-Dubbel",1959,NULL
407724,"Tele-Taalles",1961,NULL
407725,"Telebingo",1996,NULL
407726,"Teleboy",1974,NULL
407727,"Telebugs, The",1986,NULL
407728,"Telebuten",1994,NULL
407729,"Telecataplum",1963,NULL
407730,"Telecom Rugby Super 12",2000,NULL
407731,"Telecompring",2002,NULL
407732,"Telecrime",1938,NULL
407733,"Telecupn",1990,NULL
407734,"Telecmicos",1960,NULL
407735,"Telediario",1957,NULL
407736,"Telefant",1985,NULL
407737,"Telefonen ringer!",1964,NULL
407738,"Teleftaio adio, To",1994,NULL
407739,"Teleftaioi eggonoi, Oi",1990,NULL
407740,"Telef noticias a las 12",2002,NULL
407741,"Telef noticias a las 19",2002,NULL
407742,"Telef noticias",1989,NULL
407743,"Telegoons, The",1963,NULL
407744,"Telejornal",1990,NULL
407745,"Telekids",1989,NULL
407746,"Teleklub",1967,NULL
407747,"Telenoticias",1988,NULL
407748,"Telepele",1978,NULL
407749,"Telephone Detectives",2000,NULL
407750,"Telephone Time",1956,NULL
407751,"Teleplay",1976,NULL
407752,"Telescope",1963,NULL
407753,"Teleshop",1991,NULL
407754,"Teleshow",1998,NULL
407755,"Telespiele",1977,NULL
407756,"Teleteatro a la hora del t",1956,NULL
407757,"Teleteatro de suspenso",1951,NULL
407758,"Teleton",1997,NULL
407759,"Teletubbies",1997,NULL
407760,"Televicio",2002,NULL
407761,"Televimsen",1960,NULL
407762,"Televisie",2000,NULL
407763,"Television Dancing Club",1948,NULL
407764,"Television Garden",1946,NULL
407765,"Television Ghost, The",1931,NULL
407766,"Television Newsman, The",1975,NULL
407767,"Television Parts",1983,NULL
407768,"Television Playhouse",1947,NULL
407769,"Television Screen Magazine",1946,NULL
407770,"Television",1985,NULL
407771,"Television",1988,NULL
407772,"Television's Greatest Commercials",1982,NULL
407773,"Television's Greatest Hits",1992,NULL
407774,"Television: Inside and Out",1981,NULL
407775,"Televisite",1955,NULL
407776,"Televisin registrada",2001,NULL
407777,"Televisum",1962,NULL
407778,"Televiteatros",1993,NULL
407779,"Telford's Change",1979,NULL
407780,"Telhados de Vidro",1994,NULL
407781,"Tell It Like It Is",2003,NULL
407782,"Tell It to Groucho",1962,NULL
407783,"Tell It to the Marines",1959,NULL
407784,"Tell Me Lies",2004,NULL
407785,"Tell Me More",1977,NULL
407786,"Tell Tale Hearts",1992,NULL
407787,"Tell Tarby",1973,NULL
407788,"Telly Addicts",1985,NULL
407789,"Telly Laughs",1996,NULL
407790,"Tellystack",1997,NULL
407791,"TelstraClear Business",1999,NULL
407792,"Tema es el amor, El",1977,NULL
407793,"Tema",1966,NULL
407794,"Temperatures Rising",1972,NULL
407795,"Tempestt Bledsoe Show, The",1995,NULL
407796,"Temple Houston",1963,NULL
407797,"Templo dos Jogos",1995,NULL
407798,"Tempo de Viver",1972,NULL
407799,"Tempo e a Alma, O",1972,NULL
407800,"Tempo e o Vento, O",1967,NULL
407801,"Tempo e o Vento, O",1985,NULL
407802,"Tempo No Apaga, O",1972,NULL
407803,"Tempo",1961,NULL
407804,"Temporarily Yours",1997,NULL
407805,"Temporary Family",1996,NULL
